gait_percentage,ShankAngles,ShankVelocity,ShankAngularVelocity,ShankIntegral,ThighAngles,ThighVelocity,ThighAngularVelocity,ThighIntegral
28,98.05285236736596,0.5,32.25674173213946,104.90457059133746,89.52798947507598,0.5,65.37761221393197,82.42118693975372
29,98.35987601520708,0.5,30.702364784112035,104.90457059133746,90.17190702407366,0.5,64.39175489976776,82.42118693975372
30,98.684481367385,0.5,32.4605352177926,104.90457059133746,90.78038406505746,0.5,60.84770409838001,82.42118693975372
31,99.00733697886176,0.5,32.28556114767542,104.90457059133746,91.40913799948729,0.5,62.875393442982386,82.42118693975372
32,99.34656363974192,0.5,33.922666088015774,104.90457059133746,91.98062414441252,0.5,57.14861449252311,82.42118693975372
33,99.70101502863947,0.5,35.44513888975587,104.90457059133746,92.52271782979012,0.5,54.20936853776084,82.42118693975372
34,100.07502504639638,0.5,37.40100177569019,104.90457059133746,93.02721364011774,0.5,50.44958103276116,82.42118693975372
35,100.45811921950444,0.5,38.30941731080628,104.90457059133746,93.5118938047922,0.5,48.46801646744581,82.42118693975372
36,100.88004387710572,0.5,42.19246576012807,104.90457059133746,93.96210574049942,0.5,45.02119357072303,82.42118693975372
37,101.30984855277198,0.5,42.980467566626146,104.90457059133746,94.40623768299108,0.5,44.413194249165144,82.42118693975372
38,101.75419776568889,0.5,44.43492129169044,104.90457059133746,94.83576690737952,0.5,42.95292243884461,82.42118693975372
39,102.21039905779394,0.5,45.620129210504956,104.90457059133746,95.25220404853675,0.5,41.643714115723185,82.42118693975372
40,102.73386212591647,0.5,52.34630681225383,104.90457059133746,95.66771712560352,0.5,41.551307706676255,82.42118693975372
41,103.2945789267522,0.5,56.07168008357206,104.90457059133746,96.0732358241287,0.5,40.55186985251851,82.42118693975372
42,103.881400474456,0.5,58.682154770380635,104.90457059133746,96.45429106787428,0.5,38.10552437455783,82.42118693975372
43,104.48507344326924,0.5,60.36729688132425,104.90457059133746,96.83077283094022,0.5,37.64817630659394,82.42118693975372
44,105.10969058191937,0.5,62.461713865012314,104.90457059133746,97.2187272869795,0.5,38.79544560392816,82.42118693975372
45,105.78521745925131,0.5,67.55268773319472,104.90457059133746,97.58458714505308,0.5,36.5859858073577,82.42118693975372
46,106.51532453605638,0.5,73.01070768050693,104.90457059133746,97.90494694246252,0.5,32.03597974094379,82.42118693975372
47,107.27725548580754,0.5,76.19309497511608,104.90457059133746,98.25736640991676,0.5,35.241946745424,82.42118693975372
48,108.07263536493318,0.5,79.53798791256332,104.90457059133746,98.58657558044656,0.5,32.92091705298077,82.42118693975372
49,108.90358357759318,0.5,83.09482126600045,104.90457059133746,98.80846621063316,0.5,22.189063018659283,82.42118693975372
50,109.81423559503554,0.5,91.06520174423594,104.90457059133746,98.9877228443733,0.5,17.925663374013823,82.42118693975372
51,110.78817517996704,0.5,97.39395849315002,104.90457059133746,99.15809579530644,0.5,17.037295093314242,82.42118693975372
52,111.83275680787406,0.5,104.45816279070215,104.90457059133746,99.20652120654252,0.5,4.842541123608157,82.42118693975372
53,112.92367165446132,0.5,109.09148465872534,104.90457059133746,99.19938842595086,0.5,-0.7132780591661003,82.42118693975372
54,114.10303162252876,0.5,117.93599680674447,104.90457059133746,99.09176737928216,0.5,-10.762104666869732,82.42118693975372
55,115.39074373138344,0.5,128.77121088546772,104.90457059133746,98.83678529499387,0.5,-25.49820842882866,82.42118693975372
56,116.74671844645763,0.5,135.5974715074197,104.90457059133746,98.42666049300466,0.5,-41.01248019892125,82.42118693975372
57,118.18753648943954,0.5,144.08180429819026,104.90457059133746,97.8259058346183,0.5,-60.07546583863643,82.42118693975372
58,119.67924630001396,0.5,149.17098105744202,104.90457059133746,97.03358601165938,0.5,-79.23198229589161,82.42118693975372
59,121.26625990919466,0.5,158.70136091807012,104.90457059133746,96.09140043787148,0.5,-94.21855737878957,82.42118693975372
60,122.92389850926754,0.5,165.7638600072886,104.90457059133746,94.93669998722568,0.5,-115.47004506458052,82.42118693975372
61,124.57504442440128,0.5,165.1145915133739,104.90457059133746,93.6359132055284,0.5,-130.07867816972833,82.42118693975372
62,126.2255311631049,0.5,165.048673870362,104.90457059133746,92.18940120383957,0.5,-144.65120016888307,82.42118693975372
63,127.81952082033844,0.5,159.39896572335357,104.90457059133746,90.66629446512304,0.5,-152.3106738716521,82.42118693975372
64,129.3997724520296,0.5,158.0251631691155,104.90457059133746,89.00040216118896,0.5,-166.58923039340863,82.42118693975372
65,130.87615659146906,0.5,147.63841394394603,104.90457059133746,87.33496198941738,0.5,-166.54401717715785,82.42118693975372
66,132.30134425278976,0.5,142.5187661320706,104.90457059133746,85.64761872925409,0.5,-168.73432601632885,82.42118693975372
67,133.56477173614147,0.5,126.34274833517054,104.90457059133746,83.94914532043781,0.5,-169.84734088162838,82.42118693975372
68,134.66588614732493,0.5,110.11144111834597,104.90457059133746,82.28903568139755,0.5,-166.01096390402574,82.42118693975372
69,135.5037453582361,0.5,83.78592109111764,104.90457059133746,80.63210800688286,0.5,-165.69276745146908,82.42118693975372
70,136.10721475162234,0.5,60.34693933862343,104.90457059133746,79.0123839716347,0.5,-161.97240352481543,82.42118693975372
71,136.36157770610072,0.5,25.43629544783812,104.90457059133746,77.44056807103975,0.5,-157.1815900594956,82.42118693975372
72,136.27672685966445,0.5,-8.485084643626806,104.90457059133746,75.94221720497656,0.5,-149.83508660631912,82.42118693975372
73,135.86779776814993,0.5,-40.89290915145227,104.90457059133746,74.51653132999073,0.5,-142.5685874985831,82.42118693975372
74,135.13811512290783,0.5,-72.9682645242093,104.90457059133746,73.20506643307982,0.5,-131.14648969109055,82.42118693975372
75,134.08024623006835,0.5,-105.78688928394797,104.90457059133746,72.00466178127344,0.5,-120.04046518063802,82.42118693975372
76,132.70019792795878,0.5,-138.00483021095715,104.90457059133746,70.94236819100955,0.5,-106.22935902638915,82.42118693975372
77,131.0002530783228,0.5,-169.99448496359832,104.90457059133746,70.01250109146825,0.5,-92.98670995412976,82.42118693975372
78,129.07740604046165,0.5,-192.28470378611462,104.90457059133746,69.20233017833638,0.5,-81.017091313187,82.42118693975372
79,126.94425327421509,0.5,-213.31527662465675,104.90457059133746,68.47166843950268,0.5,-73.06617388337031,82.42118693975372
80,124.53515349538236,0.5,-240.90997788327257,104.90457059133746,67.82704554190298,0.5,-64.4622897599703,82.42118693975372
81,121.93778180512304,0.5,-259.73716902593225,104.90457059133746,67.36921456923506,0.5,-45.78309726679208,82.42118693975372
82,119.16252473033666,0.5,-277.52570747863814,104.90457059133746,67.040511996893,0.5,-32.87025723420527,82.42118693975372
83,116.23193505227346,0.5,-293.05896780631997,104.90457059133746,66.85526553240256,0.5,-18.524646449044724,82.42118693975372
84,113.19728887885522,0.5,-303.46461734182384,104.90457059133746,66.81796845806778,0.5,-3.7297074334773583,82.42118693975372
85,110.0382613909833,0.5,-315.9027487871924,104.90457059133746,66.90091060058143,0.5,8.294214251364451,82.42118693975372
86,106.83988246142675,0.5,-319.837892955654,104.90457059133746,67.12394927530922,0.5,22.303867472778904,82.42118693975372
87,103.61202156550485,0.5,-322.7860895921907,104.90457059133746,67.4848639146527,0.5,36.09146393434912,82.42118693975372
88,100.37188369967768,0.5,-324.01378658271653,104.90457059133746,67.9349644266188,0.5,45.01005119660988,82.42118693975372
89,97.20962877495964,0.5,-316.22549247180416,104.90457059133746,68.50391043469946,0.5,56.89460080806583,82.42118693975372
90,94.15581747845476,0.5,-305.38112965048754,104.90457059133746,69.15184744300748,0.5,64.79370083080198,82.42118693975372
91,91.27907762786916,0.5,-287.6739850585608,104.90457059133746,69.79763055839341,0.5,64.57831153859246,82.42118693975372
92,88.707227859021,0.5,-257.18497688481534,104.90457059133746,70.42066862672958,0.5,62.30380683361716,82.42118693975372
93,86.46518894732415,0.5,-224.20389116968522,104.90457059133746,71.05239725401863,0.5,63.17286272890499,82.42118693975372
94,84.66612041312412,0.5,-179.9068534200032,104.90457059133746,71.57255793043673,0.5,52.01606764181008,82.42118693975372
95,83.320220606347,0.5,-134.58998067771262,104.90457059133746,72.03285291699375,0.5,46.02949865570167,82.42118693975372
96,82.44729055552841,0.5,-87.29300508185815,104.90457059133746,72.43125316184525,0.5,39.84002448515014,82.42118693975372
97,82.058603383602,0.5,-38.868717192640645,104.90457059133746,72.77514315067823,0.5,34.38899888329843,82.42118693975372
98,82.15015758045848,0.5,9.155419685647814,104.90457059133746,73.07612017151295,0.5,30.0977020834722,82.42118693975372
99,82.68130589943712,0.5,53.11483189786372,104.90457059133746,73.36437945544208,0.5,28.825928392912203,82.42118693975372
100,83.57426103043908,0.5,89.29551310019548,104.90457059133746,73.7006290003241,0.5,33.62495448820226,82.42118693975372
1,91.94427049264095,0.5,,104.82923822071942,75.50687566128012,0.5,,82.4011904640141
2,92.5667868001052,0.5,62.251630746425235,104.82923822071942,76.15724816179717,0.5,65.03725005170509,82.4011904640141
3,92.85370495470534,0.5,28.691815460013004,104.82923822071942,76.87326985779801,0.5,71.6021696000837,82.4011904640141
4,92.6764495280624,0.5,-17.72554266429296,104.82923822071942,77.71137284385966,0.5,83.81029860616565,82.4011904640141
5,92.41645796257826,0.5,-25.99915654841425,104.82923822071942,78.6218704236945,0.5,91.04975798348391,82.4011904640141
6,92.43999783008071,0.5,2.353986750244985,104.82923822071942,79.34231999891588,0.5,72.04495752213802,82.4011904640141
7,92.82131133059588,0.5,38.13135005151622,104.82923822071942,79.73006384888474,0.5,38.77438499688566,82.4011904640141
8,93.42476207739264,0.5,60.34507467967671,104.82923822071942,79.85208425014882,0.5,12.202040126408065,82.4011904640141
9,94.08357667903984,0.5,65.88146016471939,104.82923822071942,79.85892218051185,0.5,0.6837930363033706,82.4011904640141
10,94.69272832191338,0.5,60.91516428735417,104.82923822071942,79.9308362616966,0.5,7.191408118474385,82.4011904640141
11,95.16057527894591,0.5,46.784695703253476,104.82923822071942,80.16310958878168,0.5,23.227332708508186,82.4011904640141
12,95.48049482829204,0.5,31.991954934612465,104.82923822071942,80.5412830077126,0.5,37.81734189309134,82.4011904640141
13,95.70010313379876,0.5,21.960830550672483,104.82923822071942,81.04555445191207,0.5,50.42714441994747,82.4011904640141
14,95.8784017975298,0.5,17.829866373104153,104.82923822071942,81.62898293470874,0.5,58.34284827966769,82.4011904640141
15,96.06276344370396,0.5,18.43616461741533,104.82923822071942,82.23343263933296,0.5,60.444970462421566,82.4011904640141
16,96.27638871896008,0.5,21.36252752561205,104.82923822071942,82.855218605028,0.5,62.17859656950395,82.4011904640141
17,96.49194311706336,0.5,21.555439810327925,104.82923822071942,83.4756535762566,0.5,62.04349712286046,82.4011904640141
18,96.67811929087432,0.5,18.617617381096352,104.82923822071942,84.10785132825829,0.5,63.219775200168726,82.4011904640141
19,96.83108977080084,0.5,15.297047992652324,104.82923822071942,84.75265955020897,0.5,64.4808221950683,82.4011904640141
20,96.96359326702792,0.5,13.250349622707347,104.82923822071942,85.41396987934411,0.5,66.13103291351337,82.4011904640141
21,97.06876152201914,0.5,10.516825499122717,104.82923822071942,86.07655850193728,0.5,66.25886225931765,82.4011904640141
22,97.15099665087352,0.5,8.223512885437856,104.82923822071942,86.7473727499159,0.5,67.08142479786119,82.4011904640141
23,97.2469482130384,0.5,9.595156216487055,104.82923822071942,87.43234729643417,0.5,68.49745465182764,82.4011904640141
24,97.3267529025291,0.5,7.98046894907003,104.82923822071942,88.14016912179089,0.5,70.78218253567172,82.4011904640141
25,97.40337758989492,0.5,7.662468736582184,104.82923822071942,88.85146094477798,0.5,71.12918229870928,82.4011904640141
26,97.48249760336708,0.5,7.912001347216346,104.82923822071942,89.57706528981977,0.5,72.56043450417877,82.4011904640141
27,97.557765987887,0.5,7.52683845199158,104.82923822071942,90.31839250473116,0.5,74.13272149113936,82.4011904640141
28,97.62796600028597,0.5,7.020001239897056,104.82923822071942,91.07032662582296,0.5,75.19341210917929,82.4011904640141
29,97.69333779940604,0.5,6.537179912007218,104.82923822071942,91.8045011113164,0.5,73.41744854934404,82.4011904640141
30,97.77251100191238,0.5,7.9173202506339635,104.82923822071942,92.52305966896203,0.5,71.85585576456361,82.4011904640141
31,97.87533520507203,0.5,10.282420315965624,104.82923822071942,93.19653106272122,0.5,67.34713937591863,82.4011904640141
32,98.00576062560177,0.5,13.04254205297326,104.82923822071942,93.8465388563522,0.5,65.00077936309765,82.4011904640141
33,98.16931462202548,0.5,16.355399642371538,104.82923822071942,94.45406912728056,0.5,60.753027092836476,82.4011904640141
34,98.3595821977326,0.5,19.026757570712505,104.82923822071942,95.04157315791356,0.5,58.75040306329993,82.4011904640141
35,98.57286677997536,0.5,21.328458224274982,104.82923822071942,95.59416941616468,0.5,55.259625825111414,82.4011904640141
36,98.82253132377838,0.5,24.96645438030214,104.82923822071942,96.10439886871352,0.5,51.02294525488418,82.4011904640141
